id,fake,real
TEST_00087,0.9490795731544495,0.05615202710032463
TEST_00088,0.16543206572532654,0.8363110423088074
TEST_00089,0.0001412763085681945,0.9998385906219482
TEST_00090,0.00016582265379838645,0.9998132586479187
TEST_00091,0.0001399991160724312,0.9998397827148438
TEST_00092,0.023982668295502663,0.9757958054542542
TEST_00093,0.00014299360918812454,0.9998370409011841
TEST_00094,0.9302664399147034,0.07409544289112091
TEST_00095,0.009293688461184502,0.9903683662414551
TEST_00096,0.00013665507140103728,0.9998432397842407
TEST_00097,0.9704153537750244,0.031012965366244316
TEST_00098,0.00016339472495019436,0.9998160004615784
TEST_00099,0.04463262856006622,0.9556368589401245
TEST_00100,0.9877460598945618,0.013667013496160507
TEST_00101,0.18197454512119293,0.8198555111885071
TEST_00102,0.9932528138160706,0.007234548218548298
TEST_00103,0.9935495257377625,0.006870776414871216
TEST_00104,0.00013955222675576806,0.9998401403427124
TEST_00105,0.00013787874195259064,0.9998420476913452
TEST_00106,0.9694506525993347,0.03267044574022293
TEST_00107,0.0002336013421881944,0.9997445940971375
TEST_00108,0.001351900864392519,0.9985862970352173
TEST_00109,0.00016581633826717734,0.9998133778572083
TEST_00110,0.9737260341644287,0.028168100863695145
TEST_00111,0.0008394510950893164,0.9991241097450256
TEST_00112,0.015972036868333817,0.9839021563529968
TEST_00113,0.00013715399836655706,0.9998427629470825
TEST_00114,0.00024367828154936433,0.9997336268424988
TEST_00115,0.1706366091966629,0.8306092023849487
TEST_00116,0.00014842068776488304,0.9998313188552856
TEST_00117,0.8162583112716675,0.18671661615371704
TEST_00118,0.0001339937443844974,0.9998459815979004
TEST_00119,0.0001716653205221519,0.9998072981834412
TEST_00120,0.9912659525871277,0.00936671532690525
TEST_00121,0.0028286022134125233,0.9971127510070801
TEST_00122,0.0006884571048431098,0.9992749094963074
TEST_00123,0.9937787652015686,0.006444593425840139
TEST_00124,0.00013642292469739914,0.9998434782028198
TEST_00125,0.024917704984545708,0.9747997522354126
TEST_00126,0.00014081070548854768,0.9998390674591064
TEST_00127,0.9900902509689331,0.011016542091965675
TEST_00128,0.00023099911049939692,0.9997472167015076
TEST_00129,0.00016176993085537106,0.9998175501823425
TEST_00130,0.11683511734008789,0.8826907873153687
TEST_00131,0.0001414071739418432,0.9998383522033691
TEST_00132,0.0009079548763111234,0.999051034450531
TEST_00133,0.6717626452445984,0.32932233810424805
TEST_00134,0.9665369391441345,0.03423355519771576
TEST_00135,0.0010610531317070127,0.9988982677459717
TEST_00136,0.00014567645848728716,0.9998338222503662
TEST_00137,0.0002818440261762589,0.9996945858001709
TEST_00138,0.6232568025588989,0.3806428909301758
TEST_00139,0.0004048483679071069,0.99956876039505
TEST_00140,0.9934733510017395,0.006753796245902777
TEST_00141,0.0004081543884240091,0.9995618462562561
TEST_00142,0.004726695362478495,0.9952404499053955
TEST_00143,0.8097549080848694,0.19126780331134796
TEST_00144,0.00014705240027979016,0.999832272529602
TEST_00145,0.00014382090012077242,0.999835729598999
TEST_00146,0.00018222372455056757,0.9997968077659607
TEST_00147,0.00014176196418702602,0.9998378753662109
TEST_00148,0.0015138232847675681,0.9984520673751831
TEST_00149,0.00016344661707989872,0.9998158812522888
TEST_00150,0.000142857592436485,0.9998369216918945
TEST_00151,0.7406353950500488,0.25817054510116577
TEST_00152,0.7977136373519897,0.20863734185695648
TEST_00153,0.00013579217193182558,0.999843955039978
TEST_00154,0.00014821448712609708,0.9998315572738647
TEST_00155,0.0003332346095703542,0.9996398687362671
TEST_00156,0.00014340679626911879,0.9998364448547363
TEST_00157,0.009070316329598427,0.9907186627388
TEST_00158,0.012961543165147305,0.9869504570960999
TEST_00159,0.00013914323062635958,0.9998407363891602
TEST_00160,0.9548384547233582,0.04574127122759819
TEST_00161,0.11980801075696945,0.8809655904769897
TEST_00162,0.00014816262410022318,0.9998315572738647
TEST_00163,0.00013471809506881982,0.9998452663421631
TEST_00164,0.1733519285917282,0.8282951712608337
TEST_00165,0.9360020756721497,0.06820042431354523
TEST_00166,0.859923779964447,0.14964589476585388
TEST_00167,0.0011894305935129523,0.9987637996673584
TEST_00168,0.1713104397058487,0.8304797410964966
TEST_00169,0.0009221732034347951,0.9990286827087402
TEST_00170,0.00013840352767147124,0.999841570854187
TEST_00171,0.9827848076820374,0.01888875663280487
TEST_00172,0.00012895754480268806,0.9998503923416138
TEST_00173,0.9922704696655273,0.00847326498478651
TEST_00174,0.6422220468521118,0.3595176339149475
TEST_00175,0.00015537076978944242,0.9998242259025574
TEST_00176,0.037011537700891495,0.9628225564956665
TEST_00177,0.0001332051760982722,0.9998466968536377
TEST_00178,0.0001666357711656019,0.9998123049736023
TEST_00179,0.942523717880249,0.06203799694776535
TEST_00180,0.00013645166472997516,0.9998433589935303
TEST_00181,0.00013504723028745502,0.9998449087142944
TEST_00182,0.9097000360488892,0.09628412127494812
TEST_00183,0.05868075415492058,0.9404883980751038
TEST_00184,0.00013849951210431755,0.9998412132263184
TEST_00185,0.00912428367882967,0.9906616806983948
TEST_00186,0.6109520792961121,0.3950081765651703
TEST_00187,0.3386567234992981,0.6635515093803406
TEST_00188,0.002305653877556324,0.9976220726966858
TEST_00189,0.0002969086926896125,0.9996777772903442
TEST_00190,0.0003908729995600879,0.9995803236961365
TEST_00191,0.003727763658389449,0.9961001873016357
TEST_00192,0.893891453742981,0.1076817587018013
TEST_00193,0.7627778053283691,0.24408559501171112
TEST_00194,0.00040849714423529804,0.9995610117912292
TEST_00195,0.26681607961654663,0.7316038608551025
TEST_00196,0.8427078723907471,0.1612434983253479
TEST_00197,0.00013975822366774082,0.9998401403427124
TEST_00198,0.00015321385581046343,0.9998267292976379
TEST_00199,0.00014485561405308545,0.9998348951339722
TEST_00200,0.9939349293708801,0.006508356425911188
TEST_00201,0.00013857347948942333,0.9998413324356079
TEST_00202,0.00018478085985407233,0.9997938275337219
TEST_00203,0.0001553358306409791,0.9998241066932678
TEST_00204,0.982926607131958,0.017869697883725166
TEST_00205,0.006595642771571875,0.9933403134346008
TEST_00206,0.07876759767532349,0.921715259552002
TEST_00207,0.002775434637442231,0.9971103668212891
TEST_00208,0.9371311664581299,0.0657949298620224
TEST_00209,0.00015291334420908242,0.9998267292976379
TEST_00210,0.8913440108299255,0.11476332694292068
TEST_00211,0.00015082144818734378,0.9998286962509155
TEST_00212,0.00012863418669439852,0.9998514652252197
TEST_00213,0.9912168979644775,0.009951483458280563
TEST_00214,0.036192793399095535,0.9635059833526611
TEST_00215,0.0001325076591456309,0.999847412109375
TEST_00216,0.8913657069206238,0.1125732809305191
TEST_00217,0.0002641962782945484,0.9997122883796692
TEST_00218,0.4974013566970825,0.5049317479133606
TEST_00219,0.0008832217426970601,0.9990874528884888
TEST_00220,0.00015344998973887414,0.9998260140419006
TEST_00221,0.00013446681259665638,0.9998456239700317
TEST_00222,0.2415904551744461,0.7608286142349243
TEST_00223,0.00014646117051597685,0.9998332262039185
TEST_00224,0.00014056131476536393,0.9998393058776855
TEST_00225,0.0002634552656672895,0.999711811542511
TEST_00226,0.018273035064339638,0.9818551540374756
TEST_00227,0.0001546022976981476,0.9998249411582947
TEST_00228,0.0001792990806279704,0.9997996687889099
TEST_00229,0.00017457245849072933,0.9998043179512024
TEST_00230,0.0011992484796792269,0.9987643957138062
TEST_00231,0.0001380668836645782,0.9998416900634766
TEST_00232,0.9970360994338989,0.002805177355185151
TEST_00233,0.4550803005695343,0.5478465557098389
TEST_00234,0.00014125084271654487,0.9998387098312378
TEST_00235,0.08033081889152527,0.9208592772483826
TEST_00236,0.03209085017442703,0.9680823683738708
TEST_00237,0.01840147003531456,0.9815062284469604
TEST_00238,0.24643217027187347,0.7557518482208252
TEST_00239,0.000131688779219985,0.9998478889465332
TEST_00240,0.99149489402771,0.009172152727842331
TEST_00241,0.00014208296488504857,0.9998376369476318
TEST_00242,0.00017953019414562732,0.9997990727424622
TEST_00243,0.0007854720461182296,0.9991714954376221
TEST_00244,0.6629722118377686,0.339207261800766
TEST_00245,0.00014262076001614332,0.9998371601104736
TEST_00246,0.9206082224845886,0.08413712680339813
TEST_00247,0.00013877355377189815,0.9998409748077393
TEST_00248,0.0024435261730104685,0.9974803328514099
TEST_00249,0.00015553887351416051,0.9998241066932678
TEST_00250,0.9958438277244568,0.004201322328299284
TEST_00251,0.8870480060577393,0.11623003333806992
TEST_00252,0.9879589080810547,0.012343015521764755
TEST_00253,0.0003516701690386981,0.9996204376220703
TEST_00254,0.0002504060685168952,0.9997263550758362
TEST_00255,0.0006232124287635088,0.9993380904197693
TEST_00256,0.0003706338466145098,0.9996019005775452
TEST_00257,0.006680790334939957,0.9930764436721802
TEST_00258,0.0001362702896585688,0.9998435974121094
TEST_00259,0.0002110640925820917,0.999767005443573
TEST_00260,0.9920046925544739,0.008845453150570393
TEST_00261,0.00016803106700535864,0.9998112320899963
TEST_00262,0.7732681632041931,0.23132599890232086
TEST_00263,0.00013929032138548791,0.999840497970581
TEST_00264,0.0016225791769102216,0.9983192086219788
TEST_00265,0.00018955921404995024,0.9997887015342712
TEST_00266,0.15178310871124268,0.847934365272522
TEST_00267,0.00014087502495385706,0.9998389482498169
TEST_00268,0.00015702322707511485,0.9998224377632141
TEST_00269,0.0005433047190308571,0.9994215965270996
TEST_00270,0.0009468081407248974,0.9990079998970032
TEST_00271,0.2730008363723755,0.7300623655319214
TEST_00272,0.003007724182680249,0.9968434572219849
TEST_00273,0.1936180293560028,0.806964635848999
TEST_00274,0.00014127131726127118,0.9998384714126587
TEST_00275,0.00015200099733192474,0.99982750415802
TEST_00276,0.033115454018116,0.9668118953704834
TEST_00277,0.0044251903891563416,0.9954065084457397
TEST_00278,0.04999057948589325,0.9495664834976196
TEST_00279,0.3841778635978699,0.6145028471946716
TEST_00280,0.9929264187812805,0.007028644904494286
TEST_00281,0.055952828377485275,0.944343626499176
TEST_00282,0.00014475840725935996,0.9998350143432617
TEST_00283,0.8773992657661438,0.12335094064474106
TEST_00284,0.904184877872467,0.09879530221223831
TEST_00285,0.6526126265525818,0.3503952622413635
TEST_00286,0.00013426718942355365,0.9998458623886108
TEST_00287,0.032500285655260086,0.9676002264022827
TEST_00288,0.9895037412643433,0.010948867537081242
TEST_00289,0.02065032348036766,0.9793350696563721
TEST_00290,0.24607448279857635,0.7563806772232056
TEST_00291,0.0002753234875854105,0.9996999502182007
TEST_00292,0.00016148727445397526,0.9998180270195007
TEST_00293,0.0046537891030311584,0.9951267242431641
TEST_00294,0.2249448001384735,0.7741976380348206
TEST_00295,0.00015206100943032652,0.99982750415802
TEST_00296,0.0032743439078330994,0.9965940117835999
TEST_00297,0.00014948648458812386,0.9998301267623901
TEST_00298,0.5086985230445862,0.49668338894844055
TEST_00299,0.866066038608551,0.1363561451435089
TEST_00300,0.6312292218208313,0.3681408762931824
TEST_00301,0.00015539152082055807,0.9998238682746887
TEST_00302,0.6439870595932007,0.3604893088340759
TEST_00303,0.00015244485985022038,0.9998273253440857
TEST_00304,0.00017108635802287608,0.9998082518577576
TEST_00305,0.00038403153303079307,0.9995861649513245
TEST_00306,0.00013636126823257655,0.9998435974121094
TEST_00307,0.024562615901231766,0.9755261540412903
TEST_00308,0.0013836114667356014,0.9985615611076355
TEST_00309,0.7449691891670227,0.2542271316051483
TEST_00310,0.9516664743423462,0.053439971059560776
TEST_00311,0.006009833887219429,0.9938921928405762
TEST_00312,0.00015233762678690255,0.9998272061347961
TEST_00313,0.9934856295585632,0.006344652269035578
TEST_00314,0.045403238385915756,0.9543594717979431
TEST_00315,0.9972531199455261,0.002680025761947036
TEST_00316,0.970787763595581,0.031950581818819046
TEST_00317,0.00014155692770145833,0.9998383522033691
TEST_00318,0.0008970324415713549,0.9990587830543518
TEST_00319,0.0001415774313500151,0.9998383522033691
TEST_00320,0.000368116277968511,0.9996055960655212
TEST_00321,0.0001403672358719632,0.9998395442962646
TEST_00322,0.9765733480453491,0.023469077423214912
TEST_00323,0.0013579250080510974,0.9985961318016052
TEST_00324,0.00014374591410160065,0.9998360872268677
TEST_00325,0.005907771643251181,0.9939858913421631
TEST_00326,0.000259459629887715,0.9997177720069885
TEST_00327,0.0001527435815660283,0.9998267292976379
TEST_00328,0.0003221267834305763,0.9996509552001953
TEST_00329,0.00013962089724373072,0.9998401403427124
TEST_00330,0.0002477841335348785,0.9997286200523376
TEST_00331,0.990227460861206,0.010796645656228065
TEST_00332,0.0017901507671922445,0.9981361627578735
TEST_00333,0.0013601655373349786,0.9985892176628113
TEST_00334,0.8787344098091125,0.13165083527565002
TEST_00335,0.011483066715300083,0.9883967041969299
TEST_00336,0.9933504462242126,0.007417734246701002
TEST_00337,0.7884871363639832,0.21617455780506134
TEST_00338,0.0001306814228883013,0.9998486042022705
TEST_00339,0.8829845190048218,0.11822979152202606
TEST_00340,0.98932284116745,0.011809313669800758
TEST_00341,0.9515740871429443,0.048655442893505096
TEST_00342,0.004177464637905359,0.9957067370414734
TEST_00343,0.9520626664161682,0.05094294250011444
TEST_00344,0.011608660221099854,0.9882937669754028
TEST_00345,0.002142511075362563,0.9977691173553467
TEST_00346,0.00014604920579586178,0.9998337030410767
TEST_00347,0.00013878282334189862,0.9998412132263184
TEST_00348,0.00048145418986678123,0.9994910955429077
TEST_00349,0.9971390962600708,0.0027158933226019144
TEST_00350,0.2071579247713089,0.794497013092041
TEST_00351,0.7126086354255676,0.290860116481781
TEST_00352,0.029465263709425926,0.9704259037971497
TEST_00353,0.006805784069001675,0.9929823875427246
TEST_00354,0.11647101491689682,0.8832759857177734
TEST_00355,0.8546806573867798,0.14584021270275116
TEST_00356,0.0011107376776635647,0.9988358616828918
TEST_00357,0.0004361321043688804,0.9995341300964355
TEST_00358,0.00013478736218530685,0.999845027923584
TEST_00359,0.0001820155157474801,0.9997968077659607
TEST_00360,0.00014454296615440398,0.9998353719711304
TEST_00361,0.00096669583581388,0.9989823698997498
TEST_00362,0.0001786189095582813,0.9998003840446472
TEST_00363,0.9275930523872375,0.07533843070268631
TEST_00364,0.9534785747528076,0.04930846765637398
TEST_00365,0.00014840865333098918,0.9998313188552856
TEST_00366,0.00015565400826744735,0.9998235106468201
TEST_00367,0.994576096534729,0.005899818614125252
TEST_00368,0.8752090930938721,0.13017016649246216
TEST_00369,0.00014784326776862144,0.9998319149017334
TEST_00370,0.00014832631859462708,0.9998311996459961
TEST_00371,0.4922063648700714,0.5117355585098267
TEST_00372,0.00037081303889863193,0.9995996356010437
TEST_00373,0.026821425184607506,0.9728218913078308
TEST_00374,0.0027849331963807344,0.9970922470092773
TEST_00375,0.0022048361133784056,0.9977402687072754
TEST_00376,0.16935236752033234,0.8315941095352173
TEST_00377,0.8913847804069519,0.11635155230760574
TEST_00378,0.004826239310204983,0.9950957298278809
TEST_00379,0.8906545639038086,0.11571570485830307
TEST_00380,0.0016833783593028784,0.9982832670211792
TEST_00381,0.0015312939649447799,0.9984130859375
TEST_00382,0.0006806604214943945,0.9992823004722595
TEST_00383,0.8149716258049011,0.1843700259923935
TEST_00384,0.6165822744369507,0.3869418203830719
TEST_00385,0.00036745762918144464,0.9996057152748108
TEST_00386,0.9549039602279663,0.0495426170527935
TEST_00387,0.9415187239646912,0.061639998108148575
TEST_00388,0.6432541608810425,0.35792210698127747
TEST_00389,0.012602203525602818,0.9870100021362305
TEST_00390,0.0001375040301354602,0.9998421669006348
TEST_00391,0.0007284306921064854,0.9992296695709229
TEST_00392,0.00027065305039286613,0.9997045397758484
TEST_00393,0.004074546974152327,0.9957862496376038
TEST_00394,0.06540697813034058,0.9347461462020874
TEST_00395,0.6066380739212036,0.39301785826683044
TEST_00396,0.00031837174901738763,0.9996563196182251
TEST_00397,0.45514652132987976,0.5484734177589417
TEST_00398,0.0001426138187525794,0.9998369216918945
TEST_00399,0.996620774269104,0.0033324251417070627
TEST_00400,0.0001649317127885297,0.9998140931129456
TEST_00401,0.003928417339920998,0.995978832244873
TEST_00402,0.00013112628948874772,0.9998488426208496
TEST_00403,0.00022328324848785996,0.999754011631012
TEST_00404,0.702190637588501,0.3033784329891205
TEST_00405,0.9938378930091858,0.0066217537969350815
TEST_00406,0.0003814875381067395,0.9995900988578796
TEST_00407,0.11406407505273819,0.8864567875862122
TEST_00408,0.6794666051864624,0.32675760984420776
TEST_00409,0.00016494696319568902,0.9998143315315247
TEST_00410,0.00014669710071757436,0.9998327493667603
TEST_00411,0.0007217756356112659,0.9992454051971436
TEST_00412,0.00014358000771608204,0.9998363256454468
TEST_00413,0.9801340699195862,0.021224210038781166
TEST_00414,0.6453728079795837,0.3576453626155853
TEST_00415,0.8801091313362122,0.12395042926073074
TEST_00416,0.00014071594341658056,0.9998390674591064
TEST_00417,0.0006218095659278333,0.9993354678153992
TEST_00418,0.9924581050872803,0.00866161473095417
TEST_00419,0.0001594011700944975,0.9998200535774231
TEST_00420,0.0001683742884779349,0.9998106360435486
TEST_00421,0.009917906485497952,0.9900537729263306
TEST_00422,0.000185277676791884,0.9997932314872742
TEST_00423,0.0007998640649020672,0.9991534948348999
TEST_00424,0.3942936956882477,0.6066345572471619
TEST_00425,0.013247502036392689,0.9867202639579773
TEST_00426,0.38773927092552185,0.6100271940231323
TEST_00427,0.00014030261081643403,0.9998395442962646
TEST_00428,0.9806292057037354,0.02116214483976364
TEST_00429,0.0009166699601337314,0.9990323781967163
TEST_00430,0.02513999678194523,0.9743602871894836
TEST_00431,0.6416056156158447,0.36199477314949036
TEST_00432,0.9481839537620544,0.05407203361392021
TEST_00433,0.5977771282196045,0.41113489866256714
TEST_00434,0.009811530821025372,0.9900650382041931
TEST_00435,0.0016832383116707206,0.9982499480247498
TEST_00436,0.0006677992641925812,0.9992959499359131
TEST_00437,0.00017401804507244378,0.9998047947883606
TEST_00438,0.7999411225318909,0.20295488834381104
TEST_00439,0.015059199184179306,0.9847528338432312
TEST_00440,0.00015387783059850335,0.9998257756233215
TEST_00441,0.00020144392328802496,0.999776303768158
TEST_00442,0.003436872037127614,0.9965016841888428
TEST_00443,0.00014643854228779674,0.999833345413208
TEST_00444,0.9792370796203613,0.022697269916534424
TEST_00445,0.0002860912645701319,0.9996883869171143
TEST_00446,0.0025613775942474604,0.9973690509796143
TEST_00447,0.9580819010734558,0.04481548070907593
TEST_00448,0.00037515524309128523,0.9995967745780945
TEST_00449,0.8769715428352356,0.1254364550113678
TEST_00450,0.01274199690669775,0.9870172142982483
TEST_00451,0.00015814309881534427,0.9998212456703186
TEST_00452,0.9951930046081543,0.004956839606165886
TEST_00453,0.9924696087837219,0.008576682768762112
TEST_00454,0.00015290721785277128,0.9998263716697693
TEST_00455,0.00013834006676916033,0.999841570854187
TEST_00456,0.00024018969270400703,0.999737560749054
TEST_00457,0.001858991221524775,0.9980362057685852
TEST_00458,0.9749743342399597,0.027521656826138496
TEST_00459,0.9700700640678406,0.03100147470831871
TEST_00460,0.03472922742366791,0.9651893377304077
TEST_00461,0.7637150287628174,0.2380066215991974
TEST_00462,0.8410536646842957,0.16017945110797882
TEST_00463,0.00014797018957324326,0.9998316764831543
TEST_00464,0.8863456845283508,0.12123490869998932
TEST_00465,0.0014449215959757566,0.9985033273696899
TEST_00466,0.9838571548461914,0.01824384555220604
TEST_00467,0.0001312466338276863,0.9998486042022705
TEST_00468,0.6228104829788208,0.38026607036590576
TEST_00469,0.0008307576063089073,0.9991198182106018
TEST_00470,0.0009729123557917774,0.9989834427833557
TEST_00471,0.36533859372138977,0.6385366320610046
TEST_00472,0.30569010972976685,0.6971924304962158
TEST_00473,0.8913901448249817,0.11377422511577606
TEST_00474,0.00014843228564132005,0.9998311996459961
TEST_00475,0.002085205167531967,0.9978088736534119
TEST_00476,0.5366806387901306,0.46267271041870117
TEST_00477,0.0030463559087365866,0.9968749284744263
TEST_00478,0.0007444381481036544,0.9992148876190186
TEST_00479,0.9350576400756836,0.06762512028217316
TEST_00480,0.9504030346870422,0.05332113429903984
TEST_00481,0.9477572441101074,0.055850062519311905
TEST_00482,0.00013833756383974105,0.999841570854187
TEST_00483,0.00013893310097046196,0.9998409748077393
TEST_00484,0.00018483548774383962,0.9997937083244324
TEST_00485,0.969619870185852,0.034108906984329224
TEST_00486,0.0005631294916383922,0.9993981122970581
TEST_00487,0.00013632592163048685,0.9998435974121094
TEST_00488,0.0615411251783371,0.9385566115379333
TEST_00489,0.0020178919658064842,0.9979130625724792
TEST_00490,0.9458868503570557,0.05873119831085205
TEST_00491,0.9608292579650879,0.042913228273391724
TEST_00492,0.0024081431329250336,0.9975199103355408
TEST_00493,0.00014174371608532965,0.9998379945755005
TEST_00494,0.0009173667640425265,0.9990426898002625
TEST_00495,0.00014560786075890064,0.9998337030410767
TEST_00496,0.00013761172886006534,0.9998422861099243
TEST_00497,0.08631563931703568,0.9139681458473206
TEST_00498,0.0001957209751708433,0.9997827410697937
TEST_00499,0.00014145612658467144,0.9998382329940796
TEST_00500,0.3221573531627655,0.6820449233055115
TEST_00501,0.0006142549682408571,0.9993606209754944
TEST_00502,0.3425573408603668,0.6570414900779724
TEST_00503,0.05485261231660843,0.9450210928916931
TEST_00504,0.0004320911248214543,0.9995357990264893
TEST_00505,0.0006176664610393345,0.999340832233429
TEST_00506,0.00014328159159049392,0.9998360872268677
TEST_00507,0.0001469956332584843,0.9998323917388916
TEST_00508,0.0014634729595854878,0.9984965324401855
TEST_00509,0.0021095052361488342,0.997810423374176
TEST_00510,0.0001428266696166247,0.9998366832733154
TEST_00511,0.005237288773059845,0.9946476817131042
TEST_00512,0.00014015097985975444,0.9998397827148438
TEST_00513,0.2326885163784027,0.7682151794433594
TEST_00514,0.0001497706980444491,0.9998296499252319
TEST_00515,0.6230242252349854,0.3802609443664551
TEST_00516,0.345225989818573,0.6627132296562195
TEST_00517,0.000378388591343537,0.999592125415802
TEST_00518,0.9839419722557068,0.017451893538236618
TEST_00519,0.00017679890152066946,0.9998020529747009
TEST_00520,0.0002581304288469255,0.9997178912162781
TEST_00521,0.0010480931960046291,0.9989168643951416
TEST_00522,0.20279362797737122,0.7984678149223328
TEST_00523,0.7521548271179199,0.24667459726333618
TEST_00524,0.0001534554030513391,0.9998258948326111
TEST_00525,0.32281821966171265,0.6826831102371216
TEST_00526,0.09710835665464401,0.9032978415489197
TEST_00527,0.7685557007789612,0.2389756739139557
TEST_00528,0.0754435658454895,0.9251201152801514
TEST_00529,0.00014315402950160205,0.9998366832733154
TEST_00530,0.0002191848325310275,0.999758780002594
TEST_00531,0.00017328766989521682,0.999805748462677
TEST_00532,0.06473859399557114,0.9349604249000549
TEST_00533,0.00022071828425396234,0.9997569918632507
TEST_00534,0.00013984047109261155,0.9998399019241333
TEST_00535,0.9524846076965332,0.05382569506764412
TEST_00536,0.9828928112983704,0.01939060352742672
TEST_00537,0.00440757442265749,0.995445728302002
TEST_00538,0.0037949332036077976,0.9961413741111755
TEST_00539,0.9767048358917236,0.024282366037368774
TEST_00540,0.34030482172966003,0.6618269085884094
TEST_00541,0.06767984479665756,0.9329898953437805
TEST_00542,0.9936710596084595,0.006668881047517061
TEST_00543,0.0002555543032940477,0.9997209906578064
TEST_00544,0.004536411724984646,0.9953433275222778
TEST_00545,0.9168270230293274,0.08885707706212997
TEST_00546,0.000168533471878618,0.999810516834259
TEST_00547,0.9852055907249451,0.016746902838349342
TEST_00548,0.6869891881942749,0.3160555064678192
TEST_00549,0.00013966936967335641,0.9998401403427124
